Neighborhood,Neighborhood Location,Venue,Venue Location,Venue Category,Summary
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Real Sports Bar & Grill,"(43.642645021093685, -79.37975314313142)",Sports Bar,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Lick It Gelato,"(43.63925633222479, -79.38464951914256)",Ice Cream Shop,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",e11even,"(43.64242558687748, -79.38144094115985)",New American Restaurant,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Harbour Square Park,"(43.63925269130776, -79.37839547902978)",Park,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Le Germain Hotel Toronto Maple Leaf Square,"(43.64312502979691, -79.38091770864038)",Hotel,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Maple Leaf Square,"(43.64292522840183, -79.38089182467687)",Plaza,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",SOCO Kitchen+Bar,"(43.64280448399251, -79.38392149415381)",Bistro,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Evviva Restaurant,"(43.64157991761808, -79.38345644030795)",Deli / Bodega,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",The Power Plant,"(43.63827200397285, -79.38199390946676)",Art Gallery,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Aroma Espresso Bar,"(43.6423209103846, -79.38374932648954)",Café,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Miku,"(43.64137436, -79.37753063)",Japanese Restaurant,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",TELUS Store,"(43.64331243103257, -79.38099939294844)",Office,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Pearl Harbourfront,"(43.63815654013541, -79.38068763743328)",Chinese Restaurant,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Scotiabank Arena,"(43.64344617535107, -79.37903988889991)",Basketball Stadium,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Ripley's Aquarium of Canada,"(43.642104321965796, -79.38625159146146)",Aquarium,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Air Canada Club,"(43.643224100030416, -79.37915938219528)",Lounge,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Union Pearson Express,"(43.64436200658875, -79.38319927907953)",Train Station,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",PawsWay,"(43.63859915782706, -79.38499178154079)",Event Space,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Fleck Dance Theater,"(43.638300366812686, -79.3804699399247)",Dance Studio,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Booster Juice,"(43.64322536, -79.3812383)",Smoothie Shop,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Steam Whistle Brewing,"(43.641751628677554, -79.38708862583252)",Brewery,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Pie Bar,"(43.63817355603517, -79.38054644461133)",Pizza Place,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Ray Bay,"(43.642323, -79.38593)",Aquarium,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Sky Pod,"(43.64256148814412, -79.38703777833165)",Scenic Lookout,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Amsterdam Brewhouse,"(43.63812210550607, -79.38480300808894)",Brewery,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Harbour Sixty Steakhouse,"(43.64222021431867, -79.37794459004243)",Steakhouse,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",CN Tower,"(43.642535570189125, -79.38718187733883)",Monument / Landmark,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Pilot Coffee Roasters,"(43.64501814464698, -79.3804150931199)",Coffee Shop,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",The Rec Room,"(43.641109851662456, -79.38676279808568)",Bar,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Harbourfront Wavedecks,"(43.6389104293985, -79.38485064893273)",Scenic Lookout,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Toronto Railway Heritage Centre,"(43.64130010529897, -79.38588431405732)",History Museum,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Panago,"(43.64251764051932, -79.38359138522554)",Pizza Place,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Balzac's Coffee,"(43.644372584148364, -79.38306470027423)",Coffee Shop,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",360 Restaurant,"(43.642537317144566, -79.38704201569328)",Wine Bar,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Starbucks,"(43.643416968242754, -79.38089063422369)",Coffee Shop,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",World Café at Harbourfront Centre,"(43.63834730048568, -79.383045755058)",Café,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Dangerous Lagoon,"(43.64233, -79.385925)",Aquarium,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Union Chicken,"(43.64491185903613, -79.38232534702786)",Fried Chicken Joint,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Joe Bird,"(43.6382035241723, -79.38035466343936)",Fried Chicken Joint,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Lavazza Espression,"(43.63953746292591, -79.38176322686563)",Coffee Shop,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Indian Roti House,"(43.63906038875002, -79.38542224544638)",Indian Restaurant,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",InterContinental Toronto Centre,"(43.6441772, -79.3854425)",Hotel,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",McCafé,"(43.644490691919735, -79.38110912246584)",Café,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Tim Hortons,"(43.6387035, -79.3862146)",Coffee Shop,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Canadian Waters,"(43.642277, -79.38588)",Aquarium,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",WVRST,"(43.644895, -79.382196)",Beer Bar,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Gonoe Sushi Japanese Restaurant,"(43.63901430970685, -79.38591360078077)",Sushi Restaurant,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Starbucks,"(43.644580752794965, -79.38167197782931)",Coffee Shop,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Corks,"(43.64249338656422, -79.38154042927468)",Bar,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Kellys Landing,"(43.64500578241027, -79.3826604817129)",Restaurant,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Subway,"(43.63946501862797, -79.38353346795704)",Sandwich Place,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Sushi Shop,"(43.64326409734469, -79.38117413882074)",Restaurant,This spot is popular
"Harbourfront East, Toronto Islands, Union Station","(43.6408157, -79.38175229999999)",Labatt Breweries of Canada,"(43.63828189167837, -79.38037771487727)",Brewery,This spot is popular
