Area,Latitude,Longitude,Northeast Bound,Southwest Bound,county_radius
"Custer, Colorado",38.0789624792992,-105.42400883813364,"(38.265191, -105.048287)","(37.889703, -105.7968969)",38915.573504707
"Delta, Colorado",38.75931263187522,-108.08978650602522,"(38.8037761, -108.021863)","(38.7147498, -108.157574)",7694.791391846499
"Dolores, Colorado",37.4738832174962,-108.50061328482018,"(37.479703, -108.480961)","(37.4680559, -108.5202631)",1854.6388520520725
"Fremont, Colorado",38.48055055551547,-105.4786881343016,"(38.6975809, -104.9403659)","(38.257548, -106.012789)",52833.09161371796
"Garfield, Colorado",39.738503439183525,-108.047475046457,"(40.091538, -107.0317719)","(39.3658591, -109.051414)",95692.9419898909
"Grand, Colorado",40.08792652824382,-106.14484726699386,"(40.4862521, -105.6260899)","(39.6841219, -106.652957)",62467.570590782605
"Gunnison, Colorado",38.54428375550491,-106.9268007868584,"(38.55899489999999, -106.902668)","(38.52956, -106.9509179)",2663.239184243419
"Hinsdale, Colorado",37.7858783982739,-107.29913261249888,"(38.147267, -107.000602)","(37.42267289999999, -107.591367)",47928.74229776108
"Huerfano, Colorado",37.65776192763353,-104.93123655068545,"(38.018946, -104.3511089)","(37.289117, -105.501755)",64967.78295487386
"Jackson, Colorado",40.6657102238452,-106.36672620617888,"(41.002723, -105.851755)","(40.3233818, -106.8732211)",57346.957519897675
"Kit Carson, Colorado",38.76396903264784,-102.79505790156058,"(38.771437, -102.785517)","(38.75649910000001, -102.804595)",1172.536193490645
"Lake, Colorado",40.247387536663695,-105.82075701871645,"(40.2565639, -105.796728)","(40.2381999, -105.844778)",2284.4169807066855
"La Plata, Colorado",37.32197773584655,-107.93452068969373,"(37.640329, -107.481424)","(36.9990149, -108.381069)",53459.67917463955
"Lincoln, Colorado",39.0433834655467,-103.61223160508568,"(39.5665699, -103.154376)","(38.51640889999999, -104.0555391)",70238.13710424663
"Logan, Colorado",40.721129582825164,-103.11967496988659,"(41.002558, -102.6508799)","(40.435294, -103.5818928)",50389.12947412497
"Mineral, Colorado",37.68418543390234,-106.92131579872776,"(37.9750389, -106.693523)","(37.39230390000001, -107.145138)",38004.34080026523
"Moffat, Colorado",38.00130540173143,-105.90579058051496,"(38.012386, -105.8964071)","(37.990223, -105.9151679)",1480.4771036229329
"Montezuma, Colorado",39.58170651992544,-105.86853825627777,"(39.5848609, -105.86583)","(39.57855199999999, -105.871246)",420.4624240680623
"Montrose, Colorado",38.472957663629415,-107.85412639842927,"(38.5243369, -107.7837939)","(38.4214699, -107.924288)",8377.3264643699
"Morgan, Colorado",40.263821469773504,-103.80988952039205,"(40.524391, -103.464455)","(40.00083600000001, -104.1505381)",41198.268897159745
"Otero, Colorado",37.95542159899985,-103.7329748437094,"(38.265508, -103.3981079)","(37.642936, -104.062073)",45245.45252809306
"Phillips, Colorado",40.595104240982494,-102.35954729402422,"(40.7498268, -102.051274)","(40.438466, -102.665595)",31228.92742348747
"Pitkin, Colorado",38.606477407003325,-106.51920967786734,"(38.6157727, -106.5060102)","(38.5971783, -106.5324033)",1544.8193770108005
"Prowers, Colorado",37.95748981731671,-102.39786402858213,"(38.268774, -102.0415819)","(37.6434859, -102.747991)",46584.23206953904
"Rio Blanco, Colorado",39.9472389928603,-108.04801280461552,"(40.2260628, -107.037363)","(39.649712, -109.051163)",92045.65020474793
"Rio Grande, Colorado",37.61857110152283,-106.37693906341943,"(37.8352439, -106.0387499)","(37.3993501, -106.7118349)",38323.870863122356
"Routt, Colorado",40.46246722106618,-107.04129302872795,"(41.0034439, -106.6261119)","(39.9186709, -107.4425941)",69562.8440431198
"Saguache, Colorado",38.08615880344788,-106.14159911090859,"(38.0897879, -106.1322531)","(38.0825279, -106.150944)",913.5487914924903
"San Juan, Colorado",37.80298697816726,-107.71749811321247,"(37.9650151, -107.458114)","(37.6394778, -107.9750601)",29068.70825682093
"Summit, Colorado",39.64230543664959,-106.1105078674505,"(39.924914, -105.7757019)","(39.357379, -106.440301)",42510.578377045356
"Washington, Colorado",40.00420640923553,-103.24935375313062,"(40.438508, -102.7799429)","(39.56565399999999, -103.707072)",62625.627749356434
"New Castle, Delaware",39.67163633327631,-75.56984573912756,"(39.6909859, -75.533288)","(39.6522661, -75.6063539)",3801.528081233558
"Alachua, Florida",29.779240639257296,-82.46862030196331,"(29.8399961, -82.38140709999999)","(29.7183041, -82.5554489)",10790.555080002288
Baker CountyFlorida,30.36053538532919,-82.25610791574131,"(30.5842668, -82.048816)","(30.136446, -82.4597929)",31802.696642149494
"Bay, Florida",30.235051781163104,-85.69572846859961,"(30.5676821, -85.383743)","(29.9010331, -85.99989289999999)",47524.70464627312
"Brevard, Florida",28.305379180354787,-80.69251205049626,"(28.791396, -80.385069)","(27.822058, -80.9872499)",61697.21990417822
"Broward, Florida",26.14881207218988,-80.45121594556902,"(26.3346979, -80.01527589999999)","(25.9567499, -80.881233)",48179.07769826583
"Charlotte, Florida",26.905653517242005,-82.00148146076762,"(27.035288, -81.562202)","(26.7695519, -82.4373269)",45916.513863262306
"Citrus, Florida",28.86090435816415,-82.51099939238517,"(29.052903, -82.16914100000001)","(28.6656709, -82.84824809999999)",39539.09468504817
"Clay, Florida",29.956385682017846,-81.81749476358705,"(30.1934661, -81.58120690000001)","(29.71867, -82.0494398)",34780.65347036984
"Collier, Florida",26.147437809399918,-81.3967322768526,"(26.518302, -80.87274800000002)","(25.7694518, -81.90550089999999)",66519.0393921316
"Escambia, Florida",30.61536462335156,-87.28088159561769,"(30.9990449, -86.91660700000001)","(30.2295061, -87.634896)",54996.26504533262
"Flagler, Florida",29.466633484094512,-81.2846890909862,"(29.671087, -81.04192309999999)","(29.261133, -81.5236599)",32664.70663494919
"Gadsden, Florida",30.551160634394908,-84.60919891363514,"(30.711542, -84.28255879999999)","(30.3878109, -84.9325191)",36010.5821738483
"Gilchrist, Florida",29.749145755990455,-82.81584130808365,"(29.93568489999999, -82.656263)","(29.56246699999999, -82.9730539)",25795.176586767535
"Gulf, Florida",29.902582635590004,-85.24917986667425,"(30.2014211, -85.01786179999999)","(29.603548, -85.4749958)",39937.83023127668
"Hernando, Florida",28.94067159190437,-82.37011417029679,"(29.0082509, -82.311686)","(28.87307109999999, -82.428223)",9409.087183220088
"Highlands, Florida",27.340158239491757,-81.2567775764499,"(27.6466469, -80.94180800000001)","(27.032288, -81.563936)",46067.19342991101
"Hillsborough, Florida",27.873724515193462,-82.44326405008681,"(28.1733791, -82.054012)","(27.57055, -82.823669)",50675.84735572686
"Indian River, Florida",27.71047110826154,-80.57426504175668,"(27.8613621, -80.26354309999999)","(27.5567371, -80.8815719)",34891.06408874794
"Jefferson, Florida",30.342038322021985,-83.8433614933401,"(30.672127, -83.60412079999999)","(30.012225, -84.07623389999999)",43203.1870617218
"Lake, Florida",28.810042213723882,-81.65971018436362,"(29.27675, -81.34964289999999)","(28.3451799, -81.95764109999999)",59898.58944152669
"Lee, Florida",30.422972037216898,-83.30295169237283,"(30.4357871, -83.291731)","(30.410156, -83.31416109999999)",1783.3381821352177
"Leon, Florida",30.481244933545675,-84.34875879274156,"(30.685334, -83.9771651)","(30.2734381, -84.715356)",42217.133349192685
"Manatee, Florida",27.429436250366415,-82.44169712367513,"(27.64668, -82.054349)","(27.207769, -82.82302899999999)",45204.64428586458
"Marion, Florida",29.243352208877756,-82.0919963043263,"(29.52167799999999, -81.63869609999999)","(28.9597779, -82.53621989999999)",53742.051497779845
"Martin, Florida",27.113221731373784,-80.45645014762019,"(27.2638309, -80.0227539)","(26.956537, -80.885639)",46101.03302737629
"Miami-Dade, Florida",25.559557857323963,-80.46568237952512,"(25.979434, -80.042754)","(25.13742, -80.8736)",62956.92097536252
"Nassau, Florida",30.552843296734007,-81.70199033479288,"(30.8299239, -81.3463581)","(30.2733371, -82.050331)",45875.89540858562
"Okaloosa, Florida",30.660907185369087,-86.59743374560739,"(30.99698009999999, -86.388515)","(30.325354, -86.8005539)",42282.08585695544
"Orange, Florida",28.568616905238446,-81.26390366318441,"(28.7860889, -80.8629079)","(28.346725, -81.658599)",46011.323964119074
"Osceola, Florida",27.996719997063106,-81.26490579135394,"(28.3485849, -80.861395)","(27.6419901, -81.6572679)",55595.20932765171
"Palm Beach, Florida",26.683484388163116,-80.03977378083877,"(26.7730349, -80.030362)","(26.594181, -80.0490629)",9966.218846236738
"Pasco, Florida",28.32727891100637,-82.48353807439976,"(28.4788371, -82.05469699999999)","(28.1699721, -82.90831089999999)",45256.00226551566
"Pinellas, Florida",27.891537106270114,-82.72702874754776,"(28.1733461, -82.5406181)","(27.610273, -82.908909)",36212.043733376355
"Polk, Florida",28.0054187049125,-81.62532125507028,"(28.361868, -81.13104400000002)","(27.643238, -82.106236)",62578.888336604185
Santa Rosa CountyFlorida,30.659402614534304,-87.05332030158561,"(30.999547, -86.785692)","(30.318724, -87.31390789999999)",45581.83957427736
"Sarasota, Florida",27.33590295542141,-82.53805546367734,"(27.3892091, -82.478641)","(27.2825251, -82.59721979999999)",8333.249383374525
"Seminole, Florida",27.842608783840507,-82.78547645778028,"(27.875832, -82.7538411)","(27.809372, -82.817027)",4823.154684650833
"Saint Johns, Florida",30.076950124369585,-81.55309611573732,"(30.1071922, -81.53048030000001)","(30.0467115, -81.57565610000002)",3998.9729342868086
"Saint Lucie, Florida",27.49302757359469,-80.34156327700475,"(27.512972, -80.331317)","(27.47309, -80.3517909)",2430.93163689883
"Sumter, Florida",28.632197153988688,-82.13506282268109,"(28.9605301, -81.95329079999999)","(28.305265, -82.31159679999999)",40486.486890906686
"Volusia, Florida",29.025154178716523,-81.18017657119715,"(29.4324621, -80.663461)","(28.612661, -81.68087700000001)",67541.61111297706
"Wakulla, Florida",30.132325052073362,-84.40847254299726,"(30.3035011, -84.07545499999999)","(29.95805, -84.73780289999999)",37255.911725941354
"Walton, Florida",30.603801670538434,-86.12533153480204,"(30.994553, -85.84442100000001)","(30.21308999999999, -86.397504)",50984.97412134585
"Bradford, Florida",29.93084450372623,-82.23399511185232,"(30.143241, -82.0461119)","(29.7182319, -82.4187281)",29710.985193376964
"Calhoun, Florida",30.40451667731751,-85.16289687612093,"(30.608079, -84.9325191)","(30.199889, -85.389869)",31596.34901062243
"Columbia, Florida",30.210455923536163,-82.6293493246984,"(30.597719, -82.45251809999999)","(29.8255871, -82.80011300000001)",46172.1275951299
"DeSoto, Florida",27.18708533237865,-81.81133510526722,"(27.3407149, -81.562196)","(27.0317011, -82.057631)",29973.59294211315
"Dixie, Florida",29.53883901402239,-83.19581941553884,"(29.825437, -82.90395579999999)","(29.2509899, -83.481264)",42512.448091061524
"Franklin, Florida",29.77853015664144,-84.75467982690071,"(30.013931, -84.2559479)","(29.535953, -85.246043)",54784.379964101194
"Glades, Florida",26.991248295661997,-81.22100434250262,"(27.210909, -80.8702359)","(26.7682031, -81.5659309)",42454.17328849738
"Hamilton, Florida",30.47737260065787,-82.97922706325043,"(30.634417, -82.645394)","(30.31726209999999, -83.30961309999999)",36455.29819713476
"Hardee, Florida",27.49252755157945,-81.81094167468393,"(27.6466469, -81.563302)","(27.336709, -82.055753)",29827.622065583513
"Hendry, Florida",26.606743184988154,-81.22811766187479,"(26.9589189, -80.8798089)","(26.2530451, -81.566304)",52176.59199286919
"Holmes, Florida",30.85095992825972,-85.76912604825354,"(30.996931, -85.49799089999999)","(30.7029751, -86.0377719)",30553.19852218153
"Jackson, Florida",30.346576407377338,-81.68630399993657,"(30.586232, -81.316712)","(30.103748, -82.0495018)",44335.04284328118
"Lafayette, Florida",30.042020621875423,-83.12509641971987,"(30.2606761, -82.87522)","(29.82222209999999, -83.37089)",34161.94201580087
"Levy, Florida",29.25481961648315,-82.82680889786576,"(29.5913151, -82.403161)","(28.9145289, -83.239859)",55508.70076015442
"Liberty, Florida",30.289595011577752,-84.85213333905688,"(30.606393, -84.54287300000001)","(29.9713989, -85.15401489999999)",45997.60465666307
"Madison, Florida",30.471288698319402,-83.41779986861903,"(30.484893, -83.3996899)","(30.457677, -83.43589209999999)",2301.8416333404484
"Monroe, Florida",25.135346589087934,-81.60515624290969,"(25.8053769, -80.150247)","(24.396308, -82.987477)",164058.61412997628
"Okeechobee, Florida",27.240996703589815,-80.82847081893476,"(27.261789, -80.811835)","(27.2202049, -80.8450771)",2832.384409322271
"Putnam, Florida",29.583245710387445,-81.74790195253811,"(29.840176, -81.433554)","(29.3244399, -82.056151)",41669.41229971702
Suwannee CountyFlorida,30.16274472823312,-83.00884449080671,"(30.442519, -82.7589978)","(29.8824891, -83.25323600000002)",39236.88095108572
"Taylor, Florida",29.967347742619207,-83.66377260290247,"(30.3042121, -83.318859)","(29.628697, -83.999883)",49989.93946656133
"Union, Florida",30.03218211728306,-82.35783026519154,"(30.143117, -82.137858)","(29.919923, -82.576143)",24513.43401768581
"Washington, Florida",30.6108654298378,-85.71513961917131,"(30.8305519, -85.43226)","(30.38932, -85.99369)",36432.2034848349
"Richmond, Georgia",33.38679911861702,-82.09235356244062,"(33.5449331, -81.828336)","(33.227148, -82.353499)",30165.66753286655
"Barrow, Georgia",34.011277295150606,-83.7039129086964,"(34.127517, -83.537385)","(33.8944781, -83.86911289999999)",20063.65439027699
"Bibb, Georgia",32.80714517676105,-83.69225867465038,"(32.9527919, -83.4894291)","(32.660643, -83.893034)",24923.315050562924
"Brantley, Georgia",31.192966783354223,-82.01070864090086,"(31.373721, -81.7316939)","(31.010441, -82.286137)",33279.09180679618
"Brooks, Georgia",33.29294632071331,-84.45844158110755,"(33.3130431, -84.4434639)","(33.27285, -84.4733959)",2629.4302351374217
"Bryan, Georgia",31.97786160831666,-81.46315467127098,"(32.2413101, -81.138324)","(31.71266, -81.781712)",42347.57894507203
"Burke, Georgia",33.05207707086069,-81.932507599974,"(33.2972169, -81.5418309)","(32.8037068, -82.31651509999999)",45463.10338838346
"Butts, Georgia",33.312632138069894,-83.9662457658155,"(33.4446668, -83.807236)","(33.180152, -84.1237671)",20817.70698863484
"Carroll, Georgia",33.61966763778252,-85.07532423875885,"(33.812357, -84.808934)","(33.425506, -85.3382299)",32657.009708346508
"Catoosa, Georgia",34.877835864900234,-85.12292395003169,"(34.9876469, -84.97966079999999)","(34.7676389, -85.265114)",17880.98841258592
"Cherokee, Georgia",34.243289162212406,-84.45961132350342,"(34.41259, -84.2575859)","(34.073298, -84.65923900000001)",26426.53172736337
"Clarke, Georgia",33.94450901851841,-83.3896082943152,"(34.040572, -83.24086)","(33.8479769, -83.537385)",17390.163097108612
"Clayton, Georgia",34.87843536347727,-83.40094127184632,"(34.8928509, -83.38348289999999)","(34.8640149, -83.4183819)",2259.345001796559
"Cobb, Georgia",31.95479177853347,-83.98179968526512,"(31.9628802, -83.9691151)","(31.9466995, -83.9944773)",1497.4505540973018
"Columbia, Georgia",33.5279830986595,-82.2368369256545,"(33.7006439, -82.0282381)","(33.3546351, -82.4428461)",27230.189428157188
"Coweta, Georgia",33.35218255344634,-84.75757220650885,"(33.511758, -84.4970429)","(33.191043, -85.01535779999999)",30004.045354526326
"Crawford, Georgia",33.882672628754534,-83.15354067328421,"(33.891254, -83.14094800000001)","(33.874088, -83.1661259)",1504.3375612072734
"Dawson, Georgia",31.772826973355027,-84.44468207441905,"(31.78962, -84.422354)","(31.756023, -84.4669839)",2817.771694097865
"DeKalb, Georgia",33.79290592327646,-84.18804864459682,"(33.9709109, -84.0237131)","(33.614666, -84.350224)",24919.326534020915
"Dougherty, Georgia",31.543838744954765,-84.22042355747462,"(31.6502741, -83.981607)","(31.435856, -84.457662)",25553.126932342264
"Douglas, Georgia",31.511906759930422,-82.85933291798833,"(31.555431, -82.81301409999999)","(31.468351, -82.905501)",6529.854905564453
"Echols, Georgia",30.73295224457724,-82.85895667905282,"(30.8722489, -82.57869199999999)","(30.591548, -83.13661979999999)",30949.69704832198
"Effingham, Georgia",32.34569461108147,-81.33581796965674,"(32.595416, -81.119496)","(32.095886, -81.54800589999999)",34357.54332795862
"Fayette, Georgia",33.40375388196118,-84.50511035959347,"(33.550933, -84.38163)","(33.2565, -84.62722)",19954.924191208975
"Floyd, Georgia",34.333541927892526,-85.23586189025742,"(34.587483, -85.00523489999999)","(34.079133, -85.4622069)",35250.35988261433
"Forsyth, Georgia",33.03689108922302,-83.9359781273487,"(33.0625329, -83.9050379)","(33.01123190000001, -83.9668619)",4054.436847070706
"Fulton, Georgia",33.84545753194654,-84.47880894235934,"(34.1862889, -84.097692)","(33.502412, -84.850713)",51657.711280552045
